真简介
资料
资料
资料
资料
资料
资料
资料
资料
资料
资料
主治
制备方法
方名
概述
用法用量
组成
资料
资料
资料
真简介
资料
资料
别名
功效分类
功能主治
性味
拼音名
来源
植物描叙
生境分布
生药材鉴定
用法用量
真简介
资料
产地生境
分布
功用主治
基本信息
异名
形态特征
来源
植物形态
生药材鉴定
用法与用量
相关的种
真简介
选方
功能主治
化学成份
各家论述
形态
性味归经
来源
生境分布
用法用量
真简介
采收和储藏
附方
资料
历史来源
生境分布
真简介
药名：一口红
主要用途毒性
主要用途药理作用
主要用途药用价值
化学成分
地理分布
形态特征
栽培技术
真简介
资料
资料
资料
主治
制备方法
组成
资料
资料
资料
一味药·版本一
一味药·版本二
真简介
各家论述
植物形态
生境分布
真简介
药用
附方
主治
出处
名称
用法用量
组成
资料
资料
资料
资料
资料
基本信息主治
基本信息制备方法
基本信息方名
基本信息用法用量
基本信息组成
功效
加减
各家论述
处方来源
用法用量
组方
资料
资料
资料
资料
资料
资料
资料
主治
制备方法
方名
用法用量
组成
主要价值各家论述
主要价值药用价值
分布范围
危害
形态特征
生长习性
真简介
药用价值版本一
药用价值版本三
药用价值版本二
资料
主治
出处
名称
用法用量
组成
资料
版本一
版本三出处
版本三功能主治
版本三生境分布
版本二功能主治
版本二来源
版本二用法用量
版本五
版本四性味味苦；性寒
版本四拼音名YìSǎoGuānɡ
版本四生境分布
真简介
资料
资料
功能主治
化学成份
原形态
归经
性味
摘录
来源
生境分布生态环境
生境分布资源分布
生药材鉴定
用法用量
真简介
简介
附方
中药方
真简介
词语详细解释
词语释义
中药化学成分
临床应用
原形态
基本信息
常用选方
文献论述
概述
生药材鉴定
用药禁忌
真简介
药(毒)理学
药品简述
药理作用
药用植物栽培
资料
资料
《本草纲目》卷三十九引《陈氏经验方》临床应用
《本草纲目》卷三十九引《陈氏经验方》主治
《本草纲目》卷三十九引《陈氏经验方》功效
《本草纲目》卷三十九引《陈氏经验方》方名
《本草纲目》卷三十九引《陈氏经验方》用法用量
《本草纲目》卷三十九引《陈氏经验方》组成
《经验方汇抄》主治
《经验方汇抄》制备方法
《经验方汇抄》方名
《经验方汇抄》用法用量
《经验方汇抄》组成
真简介
主治
来源
用法
组成
资料
资料
不良反应
主要功效
性状
注意事项
用法用量
药品禁忌
药性分析
贮藏
适用病症
制备方法
处方来源
方剂主治
方剂名称
用法用量
药物组成
一捻金散方一主治
一捻金散方一来源
一捻金散方一用法
一捻金散方一组成
一捻金散方二主治
一捻金散方二来源
一捻金散方二用法
一捻金散方二组成
资料
《医统》卷六十五主治
《医统》卷六十五制备方法
《医统》卷六十五方名
《医统》卷六十五用法用量
《医统》卷六十五组成
《古今医鉴》卷十三主治
《古今医鉴》卷十三制备方法
《古今医鉴》卷十三方名
《古今医鉴》卷十三用法用量
《古今医鉴》卷十三组成
《痘疹仁端录》卷十制备方法
《痘疹仁端录》卷十方名
《痘疹仁端录》卷十用法用量
《痘疹仁端录》卷十组成
真简介
资料
资料
资料
功用主治
化学成份
各家论述
形态特征
性味
性状鉴别
生长习性
真简介
简介
药理作用
资源分布
选方
基本信息
电影剧情
真简介
表演程式
真简介
资料
主治
用法用量
组成
资料
资料
资料
出处
功效
动植物形态
真简介
简介主治
简介别名
简介功效分类
简介性味
简介拉丁植物动物矿物名
简介汉语拼音
简介生态环境
简介用法用量
简介科属分类
简介药名
简介药材基源
简介资源分布
简介采收和储藏
梅花
真简介
网络小说小说内容简介
网络小说小说基本信息
词牌名
分集剧情
剧情简介
剧集评价
幕后制作
幕后花絮
播出信息
演职员表演员表
演职员表职员表
真简介
角色介绍
音乐原声
真简介
资料
分布范围
古书记载
形态特征
性状鉴别
真简介
药理作用临床应用
药理作用选方
药理作用附方
主要价值医药
主要价值园林
产地生境
形态特征
栽培技术
物种区别
生长习性
真简介
公认说法
其他说法
真简介
资料
资料
主治
