升麻四物汤,方剂
附子煮散,方剂
八仙长寿丹,方剂
紫叶秋海棠,单味药
苍柏饮,方剂
藏三七,单味药
岗松,单味药
加味四物二陈汤,方剂
归茸酒,方剂
升麻连翘汤,方剂
木香宽中散,方剂
矾丹,方剂
沉香豆蔻丸,方剂
油头草,单味药
圣力散,方剂
雉脑,单味药
萍蓬草子,单味药
九节风,单味药
冰麝散,方剂
筋藤,单味药
三磨散,方剂
菱叶,单味药
补阴益脾汤,方剂
番泻叶,单味药
榄李树汁,单味药
八骨散,方剂
干地黄煎,方剂
松脂汤,方剂
白善方,方剂
生金汤,方剂
六十一号蹇象方,方剂
大丁香煮散,方剂
阵王丹,方剂
罐子草,单味药
龙胆芦荟丸,方剂
二陈双核饮,方剂
一煎散,方剂
绿笋片,单味药
老疟丹,方剂
内托消毒散,方剂
陈醋方,方剂
北艾汤,方剂
安妊进食汤,方剂
化腐锭子,方剂
鬼箭羽,单味药
加减温胆汤,方剂
百一快斑汤,方剂
二冬清肺饮,方剂
八月瓜,单味药
青海鸢尾子,单味药
口炎清冲剂,方剂
安肾丸,方剂
野荔枝果,单味药
吹消散,方剂
六物汤,方剂
指甲花叶,单味药
传信散,方剂
崖棕根,单味药
望江南子,单味药
开郁老蔻丸,方剂
无比山药丸,方剂
木香羌活散,方剂
马明汤,方剂
穿鱼藤,单味药
人参藿香汤,方剂
豪猪毛刺,单味药
加味草金丹,方剂
朝鲜当归,单味药
四物清凉饮子,方剂
加减阿胶汤,方剂
鲫鱼骨,单味药
六和汤,方剂
川朴消丸,方剂
朱砂消痰饮,方剂
两枳二陈汤,方剂
龙胆苦参丸,方剂
五谷丹,方剂
葱白,单味药
七鲜育阴汤,方剂
更衣丸,方剂
三黄巨胜汤,方剂
灰贯众,单味药
小儿健脾丸,方剂
甘草膏,方剂
元明醋,方剂
再生丸,方剂
分气紫苏汤,方剂
铜钱细辛,单味药
苎根散,方剂
竻慈姑,单味药
天麻退翳散,方剂
山樱桃,单味药
芭蕉涂方,方剂
四味土木香散,方剂
四圣丹,方剂
玉女煎,方剂
四物加黄芩白术汤,方剂
灰叶,单味药
上树咳,单味药
双金丸,方剂
人参安肺汤,方剂
牛蒡子酒,方剂
天元浑元散,方剂
加减通圣丸,方剂
人参橘皮汤,方剂
补胃丸,方剂
朱砂芦荟丸,方剂
仙茅酒,方剂
七星汤,方剂
石蛇,单味药
加减清心莲子饮,方剂
六黑丸,方剂
鲻鱼,单味药
没药乳香散,方剂
中正丸,方剂
鸡血莲,单味药
苍术败毒散,方剂
金莲花,单味药
沙冬青,单味药
进食丹,方剂
观音救苦针,方剂
伤药方,方剂
毛八角枫,单味药
内消退管丸,方剂
三棱莪术汤,方剂
苏醒汤,方剂
柠檬,单味药
当归钩藤汤,方剂
朱魏丹,方剂
开郁二陈汤,方剂
抽抱散,方剂
风疳丸,方剂
土瓜,单味药
朱砂金银饰物汤,方剂
延龄育子方,方剂
五指毛桃,单味药
水蛭丸,方剂
肠风黑神散,方剂
豆牛子散,方剂
红鸡膏,方剂
玫瑰花,单味药
十四味建中汤,方剂
熏衣草,单味药
麦芽煎,方剂
助胃固肠丸,方剂
百宝丸,方剂
白豆蔻散,方剂
菊花暗消,单味药
石膏知母汤,方剂
当归润肠汤,方剂
加味越婢加半夏汤,方剂
如圣黑膏,方剂
桑寄生,单味药
喜树,单味药
干姜粥,方剂
芎归桂朴汤,方剂
再造丹,方剂
千金内托散,方剂
升麻消毒饮,方剂
辣薄荷,单味药
止衄汤,方剂
玉珊瑚根,单味药
牙痛一笑散,方剂
芦根饮,方剂
立止牙痛散,方剂
苓桂柴胡汤,方剂
团鱼丸,方剂
羊肉饼,方剂
碧桃干,单味药
黑血藤,单味药
木香消痞汤,方剂
无敌丸,方剂
加味羌活汤,方剂
乌鸡肝粥,方剂
归凉接命散,方剂
八宝生肌散,方剂
乌蛇膏,方剂
鸡头,单味药
野黄皮,单味药
止汗神丹,方剂
丁香温中汤,方剂
五香鳖甲饮,方剂
全鸭丸,方剂
苍术止泪散,方剂
返汗化水汤,方剂
安胎枳实散,方剂
栀子花,单味药
小黄膏,方剂
沙七,单味药
大温脾汤,方剂
大效神功救生丹,方剂
丁香茱萸汤,方剂
榉树叶,单味药
当归大黄丸,方剂
大志丸,方剂
灰叶根,单味药
化滞香薷饮,方剂
三黄二地汤,方剂
牢齿膏,方剂
马甲子根,单味药
两感夺命汤,方剂
五味子锉散,方剂
女贞皮酒,方剂
加减藤黄饮子,方剂
九物大黄薄贴,方剂
白头翁加甘草阿胶苓桂汤,方剂
竹沥饮,方剂
狗蹄,单味药
三尖杉,单味药
宁荨丸,方剂
柳杉,单味药
大黑神散,方剂
十三味榜嘎散,方剂
水火既济丸,方剂
对虾,单味药
虎骨药酒,方剂
小胡连丸,方剂
二姜汤,方剂
木香匀气散,方剂
红龙散,方剂
狼牙委陵菜,单味药
启心救胃汤,方剂
饴糖,单味药
升阳解热汤,方剂
干葛散,方剂
酸角,单味药
妙圣丸,方剂
加味小蓟饮子,方剂
十注丸,方剂
宁坤锭,方剂
大黄拓洗方,方剂
沙参清肺汤,方剂
石膏煮散,方剂
生津甘露饮子,方剂
地黄生姜煎丸,方剂
百花煎,方剂
西南文殊兰,单味药
杨梅疮冲喉药丸,方剂
双粉散,方剂
芫荽茎,单味药
千金消癖丸,方剂
玳瑁,单味药
反鼻化毒散,方剂
薅田藨根,单味药
水胀丸,方剂
矮柳穿鱼,单味药
天麻苏合香丸,方剂
三消汤,方剂
鱼眼草,单味药
太仓丸,方剂
延寿汤,方剂
螺蛳,单味药
牛髓补虚寒丸,方剂
加减小青龙汤,方剂
蛇眼草,单味药
岩七,单味药
米莲饮,方剂
五神丹,方剂
败蒲汤,方剂
疔毒回生汤,方剂
术散,方剂
白云散,方剂
宝珍膏,方剂
铁苋,单味药
丁壬汤,方剂
大芎犀丸,方剂
黄茄花,单味药
沉香蒺藜丸,方剂
麦菟散,方剂
九仙酒,方剂
白药子,单味药
九二丹,方剂
天义散,方剂
四物二妙丸,方剂
皱叶鼠李,单味药
木香大安丸,方剂
鱵鱼,单味药
十大将军冲翳散,方剂
郁李仁汤,方剂
佛手散,方剂
沉香百消曲,方剂
老鼠脚迹,单味药
归表汤,方剂
宁神生化汤,方剂
轮叶棘豆,单味药
羌活蠲暑饮,方剂
铧头草,单味药
内针牛黄丸,方剂
苍术石膏汤,方剂
朱珀散,方剂
巴戟天汤,方剂
一味黄连散,方剂
二味拔毒散,方剂
四叶草,单味药
扁秆藨草,单味药
艾醋汤,方剂
肝胆两益汤,方剂
水蓼散,方剂
生附子汤,方剂
人参化痰丸,方剂
如金解毒散,方剂
谷疸丸,方剂
二阳丹,方剂
风痹瘫痪药酒,方剂
三花枪刀药根,单味药
野牡丹根,单味药
胡桃花,单味药
气化汤,方剂
木香异功散,方剂
甘风丹荆汤,方剂
明萼草,单味药
加减葛根麻黄汤,方剂
内府秘授青麟丸,方剂
楸木皮,单味药
驴蹄,单味药
小白绵参,单味药
拔疔除根方,方剂
没乳丸,方剂
红花锦鸡儿,单味药
加味通心饮,方剂
大补中当归汤,方剂
甘草大豆汤,方剂
黄花菜子,单味药
甘菊丸,方剂
大风门散,方剂
鸡清丸,方剂
白虎加苍汤,方剂
鸡子大黄丸,方剂
如神化毒汤,方剂
白鲜皮汤,方剂
再黑膏,方剂
四物加减汤,方剂
防己椒目葶苈大黄丸,方剂
败弩筋散,方剂
